"","DBN","School_Name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","schoolyear","frl_percent","total_enrollment","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","Borough","lat_long","lat","long"
"2066","21K337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",54,326,386,314,1026,20082009,NA,307,78.2,0.7,16.3,32.2,35.5,16,58.3,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2067","21K337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",54,326,386,314,1026,20092010,85,326,87.7,1.5,23,28.5,33.1,14.7,55.5,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2068","21K337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",54,326,386,314,1026,20102011,85,333,88,1.2,30.6,20.7,27.3,21.3,52.9,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2069","21K337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",54,326,386,314,1026,20112012,73.8,343,89.2,0.3,42,14,21,22.7,58.9,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2070","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,402,427,408,1237,20052006,NA,108,5.6,11.1,8.3,35.2,29.6,24.1,47.2,"Brooklyn","(40.58211615, -73.972894492)",40.58212,-73.97289
"2071","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,402,427,408,1237,20062007,NA,183,3.3,7.1,6.6,35.5,29.5,27.3,37.7,"Brooklyn","(40.58211615, -73.972894492)",40.58212,-73.97289
"2072","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,402,427,408,1237,20072008,NA,320,12.8,5.3,11.3,26.9,28.8,32.8,41.9,"Brooklyn","(40.58211615, -73.972894492)",40.58212,-73.97289
"2073","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,402,427,408,1237,20082009,NA,430,8.8,7.2,10.7,30,27,31.9,45.3,"Brooklyn","(40.58211615, -73.972894492)",40.58212,-73.97289
"2074","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,402,427,408,1237,20092010,79.6,471,11.7,10.6,10.4,27.2,27.4,34.8,48,"Brooklyn","(40.58211615, -73.972894492)",40.58212,-73.97289
"2075","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,402,427,408,1237,20102011,79.6,468,12.8,12.2,12.2,22.2,26.9,38.7,51.9,"Brooklyn","(40.58211615, -73.972894492)",40.58212,-73.97289
"2076","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,402,427,408,1237,20112012,70.4,481,11,16,12.3,24.1,25.8,37.6,53.6,"Brooklyn","(40.58211615, -73.972894492)",40.58212,-73.97289
"2077","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,388,398,378,1164,20052006,NA,91,NA,6.6,4.4,62.6,19.8,9.9,78,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2078","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,388,398,378,1164,20062007,NA,161,0.6,8.7,2.5,59.6,21.1,9.9,78.9,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2079","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,388,398,378,1164,20072008,NA,257,1.6,14.4,2.3,60.3,23.3,10.9,79,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2080","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,388,398,378,1164,20082009,NA,339,2.4,15,2.9,63.7,23.3,9.7,83.5,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2081","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,388,398,378,1164,20092010,79,348,2.9,16.1,2.3,66.7,22.7,7.2,85.9,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2082","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,388,398,378,1164,20102011,79,341,2.9,18.5,2.9,64.8,24.9,7.3,89.7,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2083","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,388,398,378,1164,20112012,69.2,370,2.4,14.6,2.7,68.4,23,5.9,88.9,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2084","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,396,437,393,1226,20052006,NA,2795,9.6,10.9,13,35.1,21.3,28.9,56.4,"Brooklyn","(40.582308363, -73.967465747)",40.58231,-73.96747
"2085","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,396,437,393,1226,20062007,NA,2688,10.3,11.4,14,36.5,21.1,26,57.2,"Brooklyn","(40.582308363, -73.967465747)",40.58231,-73.96747
"2086","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,396,437,393,1226,20072008,NA,2628,13.4,10.4,15.8,36.5,22.3,23.4,58.6,"Brooklyn","(40.582308363, -73.967465747)",40.58231,-73.96747
"2087","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,396,437,393,1226,20082009,NA,2552,12.7,11.8,16.2,35.9,22.2,24.6,57.3,"Brooklyn","(40.582308363, -73.967465747)",40.58231,-73.96747
"2088","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,396,437,393,1226,20092010,55.4,2533,17.2,11.3,16.7,35.8,21.3,25,56.1,"Brooklyn","(40.582308363, -73.967465747)",40.58231,-73.96747
"2089","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,396,437,393,1226,20102011,55.9,2617,19.5,11,18,34.2,20.6,26.6,56,"Brooklyn","(40.582308363, -73.967465747)",40.58231,-73.96747
"2090","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,396,437,393,1226,20112012,53.3,2595,16.7,11.5,19.3,35.1,20.1,25.1,56.4,"Brooklyn","(40.582308363, -73.967465747)",40.58231,-73.96747
"2091","21K412/21K411","ABRAHAM LINCOLN YABC/LEARNING TO WORK GED AT ABRAHAM LINCOLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",NA,NA,NA,NA,NA,20092010,80.6,327,2.8,12.8,6.7,28.7,19.3,44.6,54.7,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2093","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",NA,NA,NA,NA,NA,20102011,80.6,403,3.2,13.6,6.9,27,22.8,42.9,55.3,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2094","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",NA,NA,NA,NA,NA,20112012,70,472,2.8,15.7,7.2,25,22.7,44.7,57.8,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2095","21K525","EDWARD R. MURROW HIGH SCHOOL",727,468,496,467,1431,20052006,NA,3985,8,8.8,21.4,27.2,14.8,33.9,38.7,"Brooklyn","(40.620504358, -73.959233933)",40.6205,-73.95923
"2096","21K525","EDWARD R. MURROW HIGH SCHOOL",727,468,496,467,1431,20062007,NA,3921,6.2,9.2,23.8,27.5,15.1,30.8,39.8,"Brooklyn","(40.620504358, -73.959233933)",40.6205,-73.95923
"2097","21K525","EDWARD R. MURROW HIGH SCHOOL",727,468,496,467,1431,20072008,NA,4020,8.2,10.4,24.9,26.3,15.4,31.1,40.5,"Brooklyn","(40.620504358, -73.959233933)",40.6205,-73.95923
"2098","21K525","EDWARD R. MURROW HIGH SCHOOL",727,468,496,467,1431,20082009,NA,3888,6.8,11.8,26.5,26.7,15,31.4,41.1,"Brooklyn","(40.620504358, -73.959233933)",40.6205,-73.95923
"2099","21K525","EDWARD R. MURROW HIGH SCHOOL",727,468,496,467,1431,20092010,34.5,3949,8.2,12.8,26,25.9,15.8,31.7,42,"Brooklyn","(40.620504358, -73.959233933)",40.6205,-73.95923
"2100","21K525","EDWARD R. MURROW HIGH SCHOOL",727,468,496,467,1431,20102011,19.6,4019,9.1,13.8,25.6,24.9,17,32.2,41.8,"Brooklyn","(40.620504358, -73.959233933)",40.6205,-73.95923
"2101","21K525","EDWARD R. MURROW HIGH SCHOOL",727,468,496,467,1431,20112012,28.5,4022,9.1,14.1,27.1,24.1,17.6,30.8,42.4,"Brooklyn","(40.620504358, -73.959233933)",40.6205,-73.95923
"2102","21K540","JOHN DEWEY HIGH SCHOOL",448,404,468,390,1262,20052006,NA,3294,13.7,8.7,31.1,29,18.7,19,47.1,"Brooklyn","(40.589238098, -73.981746524)",40.58924,-73.98175
"2103","21K540","JOHN DEWEY HIGH SCHOOL",448,404,468,390,1262,20062007,NA,3186,10.6,8.5,31.6,29.5,19.3,17.3,47.2,"Brooklyn","(40.589238098, -73.981746524)",40.58924,-73.98175
"2104","21K540","JOHN DEWEY HIGH SCHOOL",448,404,468,390,1262,20072008,NA,3216,13,9.4,32.4,29.5,20.8,16.1,47.7,"Brooklyn","(40.589238098, -73.981746524)",40.58924,-73.98175
"2105","21K540","JOHN DEWEY HIGH SCHOOL",448,404,468,390,1262,20082009,NA,2972,12.7,9.4,33.4,30.6,20.8,14.6,47,"Brooklyn","(40.589238098, -73.981746524)",40.58924,-73.98175
"2106","21K540","JOHN DEWEY HIGH SCHOOL",448,404,468,390,1262,20092010,45,2756,16.3,7.8,33.9,32.2,20.1,13.2,47.7,"Brooklyn","(40.589238098, -73.981746524)",40.58924,-73.98175
"2107","21K540","JOHN DEWEY HIGH SCHOOL",448,404,468,390,1262,20102011,55.9,2613,19.2,8.7,36.7,31.2,19.9,11.9,49,"Brooklyn","(40.589238098, -73.981746524)",40.58924,-73.98175
"2108","21K540","JOHN DEWEY HIGH SCHOOL",448,404,468,390,1262,20112012,58.7,2168,19.6,8.7,39.1,30.6,19.1,10.8,51.5,"Brooklyn","(40.589238098, -73.981746524)",40.58924,-73.98175
"2109","21K559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",40,384,375,365,1124,20072008,NA,53,7.5,5.7,0,45.3,43.4,11.3,45.3,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2110","21K559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",40,384,375,365,1124,20082009,NA,121,5,16.5,4.1,41.3,37.2,16.5,53.7,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2111","21K559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",40,384,375,365,1124,20092010,80.5,153,2.6,15.7,3.3,41.8,38.6,13.7,47.1,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2112","21K559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",40,384,375,365,1124,20102011,80.5,219,3.7,17.8,5.9,42,34.2,17.4,48.4,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2113","21K559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",40,384,375,365,1124,20112012,72,251,4.8,20.3,4.8,44.6,29.9,20.3,51,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2114","21K572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",40,353,370,356,1079,20072008,NA,48,25,20.8,14.6,25,39.6,18.8,60.4,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2115","21K572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",40,353,370,356,1079,20082009,NA,108,27.8,15.7,14.8,27.8,44.4,13,57.4,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2116","21K572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",40,353,370,356,1079,20092010,69.2,161,31.1,16.1,17.4,23,42.9,16.8,54,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2117","21K572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",40,353,370,356,1079,20102011,69.2,210,23.3,17.6,16.7,20,45.2,18.1,54.3,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2118","21K572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",40,353,370,356,1079,20112012,64.4,226,21.7,16.4,19.5,19.5,41.2,19.5,51.3,"Brooklyn","(40.593593811, -73.984729232)",40.59359,-73.98473
"2119","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,394,414,376,1184,20052006,NA,1659,2.4,17.8,3.1,70.4,18.6,6.1,79.6,"Brooklyn","(40.582548038, -73.963716221)",40.58255,-73.96372
"2120","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,394,414,376,1184,20062007,NA,1458,2.3,18,2.9,70.9,18.2,5.5,80.6,"Brooklyn","(40.582548038, -73.963716221)",40.58255,-73.96372
"2121","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,394,414,376,1184,20072008,NA,1448,2.8,17.1,2.3,73.2,18.6,5,80.6,"Brooklyn","(40.582548038, -73.963716221)",40.58255,-73.96372
"2122","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,394,414,376,1184,20082009,NA,1443,2.2,17,2.7,76.2,16.4,4.2,81.4,"Brooklyn","(40.582548038, -73.963716221)",40.58255,-73.96372
"2123","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,394,414,376,1184,20092010,75.3,1366,2.4,16.5,3.1,74.1,17.7,4.6,81.3,"Brooklyn","(40.582548038, -73.963716221)",40.58255,-73.96372
"2124","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,394,414,376,1184,20102011,88.2,1171,3.3,21.4,3.2,74.6,15.7,6.1,80.6,"Brooklyn","(40.582548038, -73.963716221)",40.58255,-73.96372
"2125","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,394,414,376,1184,20112012,74.3,956,3.1,22.7,3.2,74.9,14,6.9,78,"Brooklyn","(40.582548038, -73.963716221)",40.58255,-73.96372
"2126","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,429,449,435,1313,20052006,NA,795,4.5,24.5,9.1,15,15.1,59.6,52.3,"Brooklyn","(40.604877000001, -73.994417154)",40.60488,-73.99442
"2127","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,429,449,435,1313,20062007,NA,799,4.1,23.3,9.3,14.9,15,60.8,50.9,"Brooklyn","(40.604877000001, -73.994417154)",40.60488,-73.99442
"2128","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,429,449,435,1313,20072008,NA,819,6,20.9,9,13.3,18.2,59.2,48.5,"Brooklyn","(40.604877000001, -73.994417154)",40.60488,-73.99442
"2129","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,429,449,435,1313,20082009,NA,842,5.5,19.4,11,11.6,19.7,57.5,48.1,"Brooklyn","(40.604877000001, -73.994417154)",40.60488,-73.99442
"2130","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,429,449,435,1313,20092010,65.2,875,7.4,18.3,11.2,10.1,20.1,58.1,45.9,"Brooklyn","(40.604877000001, -73.994417154)",40.60488,-73.99442
"2131","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,429,449,435,1313,20102011,65.2,895,6.5,18.4,10.5,8.5,22.5,58.5,49.2,"Brooklyn","(40.604877000001, -73.994417154)",40.60488,-73.99442
"2132","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,429,449,435,1313,20112012,49.9,876,8.4,18.7,12.8,7.2,23.1,56.5,50.1,"Brooklyn","(40.604877000001, -73.994417154)",40.60488,-73.99442
"2133","21K728","LIBERATION DIPLOMA PLUS",10,411,369,373,1153,20072008,NA,165,1.8,12.7,3,50.9,31.5,14.5,60,NA,NA,NA,NA
"2134","21K728","LIBERATION DIPLOMA PLUS",10,411,369,373,1153,20082009,NA,172,0.6,8.7,5.8,47.7,28.5,18,52.3,NA,NA,NA,NA
"2135","21K728","LIBERATION DIPLOMA PLUS",10,411,369,373,1153,20092010,83.1,180,0.6,8.9,5.6,44.4,24.4,25,52.8,NA,NA,NA,NA
"2136","21K728","LIBERATION DIPLOMA PLUS",10,411,369,373,1153,20102011,88.3,187,1.6,8,2.7,45.5,38.5,12.8,47.1,NA,NA,NA,NA
"2137","21K728","LIBERATION DIPLOMA PLUS",10,411,369,373,1153,20112012,82.3,191,1.6,6.3,2.6,44,37.7,15.2,41.9,NA,NA,NA,NA
"2138","22K405","MIDWOOD HIGH SCHOOL",824,478,519,476,1473,20052006,NA,3773,3.4,4.1,22.4,40.1,8.3,26.2,45.3,"Brooklyn","(40.633335494, -73.952916064)",40.63334,-73.95292
"2139","22K405","MIDWOOD HIGH SCHOOL",824,478,519,476,1473,20062007,NA,3764,2.8,3.7,25.5,38.1,9,24.3,44.7,"Brooklyn","(40.633335494, -73.952916064)",40.63334,-73.95292
"2140","22K405","MIDWOOD HIGH SCHOOL",824,478,519,476,1473,20072008,NA,3762,3.2,4,27.1,38.2,9.3,23.5,45,"Brooklyn","(40.633335494, -73.952916064)",40.63334,-73.95292
"2141","22K405","MIDWOOD HIGH SCHOOL",824,478,519,476,1473,20082009,NA,3758,2.8,4.8,29.2,38,10.2,22.4,45.4,"Brooklyn","(40.633335494, -73.952916064)",40.63334,-73.95292
"2142","22K405","MIDWOOD HIGH SCHOOL",824,478,519,476,1473,20092010,28.1,3938,3.4,5.6,30.3,37.7,11.3,20.5,46.4,"Brooklyn","(40.633335494, -73.952916064)",40.63334,-73.95292
"2143","22K405","MIDWOOD HIGH SCHOOL",824,478,519,476,1473,20102011,31.7,3986,3.5,5.5,30.9,36.5,11.8,20.6,45.7,"Brooklyn","(40.633335494, -73.952916064)",40.63334,-73.95292
"2144","22K405","MIDWOOD HIGH SCHOOL",824,478,519,476,1473,20112012,41.2,3842,3.7,5.2,31.7,35.2,11.7,21.2,45.3,"Brooklyn","(40.633335494, -73.952916064)",40.63334,-73.95292
"2145","22K425","JAMES MADISON HIGH SCHOOL",518,436,475,439,1350,20052006,NA,4223,7.4,8,15.5,22.6,12.5,47.4,54.6,"Brooklyn","(40.609758481, -73.948451837)",40.60976,-73.94845
"2146","22K425","JAMES MADISON HIGH SCHOOL",518,436,475,439,1350,20062007,NA,4362,6.1,8.2,15.9,26,13.8,41.9,54.3,"Brooklyn","(40.609758481, -73.948451837)",40.60976,-73.94845
"2147","22K425","JAMES MADISON HIGH SCHOOL",518,436,475,439,1350,20072008,NA,3828,8,8.8,16.1,26.8,14.7,42.3,54.1,"Brooklyn","(40.609758481, -73.948451837)",40.60976,-73.94845
"2148","22K425","JAMES MADISON HIGH SCHOOL",518,436,475,439,1350,20082009,NA,3406,8.2,9.8,17.5,23.3,15.4,43.6,53.9,"Brooklyn","(40.609758481, -73.948451837)",40.60976,-73.94845
"2149","22K425","JAMES MADISON HIGH SCHOOL",518,436,475,439,1350,20092010,48.5,3288,10.2,10.7,17.5,22.5,15.7,43,53.7,"Brooklyn","(40.609758481, -73.948451837)",40.60976,-73.94845
"2150","22K425","JAMES MADISON HIGH SCHOOL",518,436,475,439,1350,20102011,52,3145,12.9,12.3,19.4,18.9,15,46.4,54.1,"Brooklyn","(40.609758481, -73.948451837)",40.60976,-73.94845
"2151","22K425","JAMES MADISON HIGH SCHOOL",518,436,475,439,1350,20112012,58.3,3076,13.2,12.4,20.8,17.9,14.5,46.4,54.4,"Brooklyn","(40.609758481, -73.948451837)",40.60976,-73.94845
"2152","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,383,392,370,1145,20052006,NA,3531,12.1,10.5,11,63,13.4,11.2,51.1,NA,NA,NA,NA
"2153","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,383,392,370,1145,20062007,NA,2983,12.9,11.6,10,63.2,15,9.9,51.4,NA,NA,NA,NA
"2154","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,383,392,370,1145,20072008,NA,2651,16.3,10.6,10,63.6,15.7,8.4,51,NA,NA,NA,NA
"2155","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,383,392,370,1145,20082009,NA,2450,14,11.6,10.3,65.1,16.3,6.9,50.1,NA,NA,NA,NA
"2156","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,383,392,370,1145,20092010,39.9,2272,17.9,11.6,10.3,64.8,16.5,7.6,50,NA,NA,NA,NA
"2157","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,383,392,370,1145,20102011,54.8,2147,18.4,13.2,10.2,65.8,15.8,8,52.1,NA,NA,NA,NA
"2158","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,383,392,370,1145,20112012,53.1,1928,21.7,13.1,12,61.8,15.8,10.1,53.2,NA,NA,NA,NA
"2159","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,524,561,542,1627,20052006,NA,970,1.1,9,10,20.7,10.2,51.3,51.4,"Brooklyn","(40.580847136001, -73.936088569)",40.58085,-73.93609
"2160","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,524,561,542,1627,20062007,NA,974,0.5,7.1,11,17.8,8.9,53,47.7,"Brooklyn","(40.580847136001, -73.936088569)",40.58085,-73.93609
"2161","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,524,561,542,1627,20072008,NA,1025,1,5.5,12.1,16.7,8.3,60.3,46.2,"Brooklyn","(40.580847136001, -73.936088569)",40.58085,-73.93609
"2162","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,524,561,542,1627,20082009,NA,1007,0.1,5.5,12.4,13.9,7.5,66,42.3,"Brooklyn","(40.580847136001, -73.936088569)",40.58085,-73.93609
"2163","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,524,561,542,1627,20092010,32.6,1049,0.6,5,11.6,11.1,9.1,68.1,40.1,"Brooklyn","(40.580847136001, -73.936088569)",40.58085,-73.93609
"2164","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,524,561,542,1627,20102011,36.9,1028,0.2,6.5,12.2,9.8,9.8,67.9,40.5,"Brooklyn","(40.580847136001, -73.936088569)",40.58085,-73.93609
"2165","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,524,561,542,1627,20112012,29,1022,0.5,7.3,13.5,9.4,10.8,65.6,41.2,"Brooklyn","(40.580847136001, -73.936088569)",40.58085,-73.93609
"2166","22K555","BROOKLYN COLLEGE ACADEMY",131,456,456,440,1352,20052006,NA,556,0.4,1.4,1.8,80.8,8.6,5.4,32.6,"Brooklyn","(40.649200627, -73.971694621)",40.6492,-73.97169
"2167","22K555","BROOKLYN COLLEGE ACADEMY",131,456,456,440,1352,20062007,NA,581,NA,0.9,1.7,82.8,9,3.3,34.9,"Brooklyn","(40.649200627, -73.971694621)",40.6492,-73.97169
"2168","22K555","BROOKLYN COLLEGE ACADEMY",131,456,456,440,1352,20072008,NA,602,0,1.5,1.7,82.7,9.5,3.3,34.9,"Brooklyn","(40.649200627, -73.971694621)",40.6492,-73.97169
"2169","22K555","BROOKLYN COLLEGE ACADEMY",131,456,456,440,1352,20082009,NA,603,0.2,1.8,2.2,83.6,10.6,2.8,34.3,"Brooklyn","(40.649200627, -73.971694621)",40.6492,-73.97169
"2170","22K555","BROOKLYN COLLEGE ACADEMY",131,456,456,440,1352,20092010,61.9,586,NA,1.7,2.7,80.7,12.1,1.9,33.6,"Brooklyn","(40.649200627, -73.971694621)",40.6492,-73.97169
"2171","22K555","BROOKLYN COLLEGE ACADEMY",131,456,456,440,1352,20102011,72.5,620,0.6,2.1,4.8,78.1,14.2,1.9,34,"Brooklyn","(40.649200627, -73.971694621)",40.6492,-73.97169
"2172","22K555","BROOKLYN COLLEGE ACADEMY",131,456,456,440,1352,20112012,48.4,630,0.2,1.7,5.9,77.9,12.4,2.7,36.3,"Brooklyn","(40.649200627, -73.971694621)",40.6492,-73.97169
"2173","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,389,409,387,1185,20052006,NA,298,1.3,6,2,80.9,13.4,0.7,44.6,"Brooklyn","(40.674137383, -73.913494491)",40.67414,-73.91349
"2174","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,389,409,387,1185,20062007,NA,443,1.1,8.1,4.1,79.5,12.2,0.7,44.2,"Brooklyn","(40.674137383, -73.913494491)",40.67414,-73.91349
"2175","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,389,409,387,1185,20072008,NA,521,1.2,10.4,3.1,82.9,11.3,0.6,46.6,"Brooklyn","(40.674137383, -73.913494491)",40.67414,-73.91349
"2176","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,389,409,387,1185,20082009,NA,573,0.5,9.9,2.8,85.2,10.8,0.3,48.3,"Brooklyn","(40.674137383, -73.913494491)",40.67414,-73.91349
"2177","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,389,409,387,1185,20092010,68,606,1,9.9,2.3,86.3,9.7,0.3,48.3,"Brooklyn","(40.674137383, -73.913494491)",40.67414,-73.91349
"2178","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,389,409,387,1185,20102011,88.1,598,1.2,11.2,2.2,87.1,9.5,0.3,49,"Brooklyn","(40.674137383, -73.913494491)",40.67414,-73.91349
"2179","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,389,409,387,1185,20112012,74.5,580,1.6,12.1,1.9,88.1,8.3,0.5,50.7,"Brooklyn","(40.674137383, -73.913494491)",40.67414,-73.91349
"2180","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,361,371,359,1091,20052006,NA,216,1.9,7.9,0.5,73.1,16.7,0.9,41.7,"Brooklyn","(40.665810912, -73.911699645)",40.66581,-73.9117
"2181","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,361,371,359,1091,20062007,NA,309,0.6,7.1,1,82.8,11.3,1,43.4,"Brooklyn","(40.665810912, -73.911699645)",40.66581,-73.9117
"2182","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,361,371,359,1091,20072008,NA,409,0.7,10.8,0.5,85.1,10.8,1.2,42.8,"Brooklyn","(40.665810912, -73.911699645)",40.66581,-73.9117
"2183","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,361,371,359,1091,20082009,NA,431,0.5,12.3,0.7,89.8,7.7,0.9,44.3,"Brooklyn","(40.665810912, -73.911699645)",40.66581,-73.9117
"2184","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,361,371,359,1091,20092010,81,422,1.2,16.1,0.7,89.1,7.8,0.7,47.9,"Brooklyn","(40.665810912, -73.911699645)",40.66581,-73.9117
"2185","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,361,371,359,1091,20102011,81,390,0.8,18.2,0.3,91,7.9,0.5,47.9,"Brooklyn","(40.665810912, -73.911699645)",40.66581,-73.9117
"2186","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,361,371,359,1091,20112012,66.9,365,1.4,20.3,0.8,88.5,10.4,0,48.5,"Brooklyn","(40.665810912, -73.911699645)",40.66581,-73.9117
